@relation panc-weka.filters.unsupervised.attribute.RandomSubset-N100.0-S1

@attribute X1268 numeric
@attribute X1280 numeric
@attribute X1960 numeric
@attribute X2596 numeric
@attribute X2929 numeric
@attribute X3476 numeric
@attribute X3566 numeric
@attribute X4223 numeric
@attribute X4295 numeric
@attribute X5568 numeric
@attribute X5664 numeric
@attribute X6983 numeric
@attribute X7173 numeric
@attribute X7968 numeric
@attribute X7989 numeric
@attribute X8257 numeric
@attribute X10811 numeric
@attribute X11066 numeric
@attribute X11666 numeric
@attribute X14475 numeric
@attribute X14528 numeric
@attribute X15188 numeric
@attribute X16568 numeric
@attribute X16882 numeric
@attribute X16971 numeric
@attribute X17047 numeric
@attribute X17548 numeric
@attribute X18645 numeric
@attribute X19308 numeric
@attribute X19496 numeric
@attribute X20017 numeric
@attribute X20095 numeric
@attribute X20363 numeric
@attribute X20985 numeric
@attribute X22362 numeric
@attribute X22821 numeric
@attribute X23838 numeric
@attribute X24327 numeric
@attribute X24415 numeric
@attribute X24571 numeric
@attribute X25283 numeric
@attribute X25876 numeric
@attribute X27034 numeric
@attribute X27052 numeric
@attribute X27610 numeric
@attribute X27651 numeric
@attribute X27671 numeric
@attribute X28186 numeric
@attribute X28436 numeric
@attribute X28530 numeric
@attribute X28615 numeric
@attribute X29174 numeric
@attribute X29197 numeric
@attribute X29360 numeric
@attribute X32156 numeric
@attribute X33422 numeric
@attribute X33493 numeric
@attribute X34115 numeric
@attribute X34257 numeric
@attribute X34417 numeric
@attribute X35278 numeric
@attribute X35580 numeric
@attribute X36180 numeric
@attribute X37339 numeric
@attribute X37804 numeric
@attribute X38002 numeric
@attribute X40554 numeric
@attribute X40691 numeric
@attribute X40724 numeric
@attribute X40816 numeric
@attribute X40920 numeric
@attribute X40999 numeric
@attribute X41455 numeric
@attribute X41592 numeric
@attribute X42721 numeric
@attribute X42809 numeric
@attribute X44104 numeric
@attribute X44665 numeric
@attribute X45042 numeric
@attribute X46314 numeric
@attribute X47655 numeric
@attribute X47717 numeric
@attribute X47943 numeric
@attribute X48189 numeric
@attribute X48436 numeric
@attribute X49119 numeric
@attribute X49517 numeric
@attribute X49826 numeric
@attribute X50006 numeric
@attribute X51912 numeric
@attribute X52015 numeric
@attribute X52383 numeric
@attribute X52717 numeric
@attribute X53353 numeric
@attribute X53675 numeric
@attribute X53783 numeric
@attribute X53812 numeric
@attribute X54010 numeric
@attribute X54301 numeric
@attribute X54482 numeric
@attribute panc.columns.tissue {'normal pancreatic','PDAC tumor'}

@data
7.05555,6.13179,3.72974,4.85652,5.56554,6.5147,4.83887,4.70876,2.69515,3.85236,3.6659,6.08937,3.83299,4.09964,2.96304,4.1255,8.68996,9.10379,8.68758,7.28236,5.60177,8.35459,10.1124,5.51645,3.66081,6.58638,7.14366,9.83137,9.94627,3.86609,3.78289,3.15582,5.44834,5.71525,6.07092,5.50278,5.41483,6.64852,3.49628,5.02191,7.73372,3.78199,8.68269,9.16289,7.2994,5.8797,7.5438,7.80597,7.23097,6.12601,6.48462,5.28205,3.05451,2.78612,7.62778,3.012,3.78299,8.32777,8.40315,8.36075,7.36687,7.53427,6.8502,6.87369,6.86799,4.92609,4.85905,5.32601,4.26349,5.1396,2.66383,4.01773,3.79212,4.42593,4.36924,7.11814,3.02814,3.85324,7.96296,6.47055,5.66668,5.26162,7.04263,6.21881,7.28853,4.55073,3.42996,5.45764,4.33137,5.84725,4.35411,3.58461,5.49813,3.34504,4.11605,5.85823,6.61043,5.96184,5.39034,6.34239,'PDAC tumor'
5.81241,5.37864,3.66633,4.9727,5.33285,5.82072,5.05849,4.90999,2.72227,4.39365,4.15913,6.26936,4.37848,4.35533,3.08189,4.15655,7.97714,9.38657,8.96258,6.49367,5.95918,7.49651,9.48696,5.64084,3.83295,6.34428,6.56615,9.99728,8.80518,4.85073,3.79946,2.83005,5.54044,6.2121,6.8773,8.11812,5.73603,6.51316,3.72907,5.39475,6.80437,3.59983,8.46672,8.94397,6.52365,6.06192,7.23061,9.1825,6.68137,6.38529,6.14218,6.27969,3.75165,3.87993,7.11334,2.94245,4.53382,9.56748,7.95671,9.00811,8.47847,7.24623,6.87835,7.79328,7.76017,4.71236,4.43578,5.59815,4.71999,5.71949,2.62659,4.44434,3.67253,4.57965,4.73664,6.9853,3.39698,3.94411,8.03692,6.41802,5.11166,4.97116,4.3709,5.4773,5.50278,4.87453,3.46287,5.80015,4.36644,5.14284,4.38744,4.25912,5.89671,3.61625,4.07538,4.42795,4.45944,6.34996,4.78073,6.51707,'PDAC tumor'
6.28482,4.80865,3.49336,5.08347,5.21033,6.03178,5.3668,4.90862,2.69597,4.99965,3.53831,6.19377,3.89017,4.01859,3.22519,3.89069,7.77296,9.92378,9.1101,8.10643,6.25826,8.25085,9.05301,5.23248,3.54866,6.32808,7.14038,8.83858,9.8113,3.96981,3.77808,2.91246,5.10131,5.82681,7.24447,9.05089,5.01182,6.21586,3.49172,4.84628,7.62363,3.47523,8.40191,9.25784,7.18574,5.88204,7.59843,9.18566,6.80173,6.17456,6.37164,5.76214,3.44121,3.4626,7.83968,2.90839,3.61014,8.14201,7.41323,9.16225,8.95495,7.43085,7.43323,7.06563,7.07491,4.18935,4.64772,5.42284,3.98712,5.17664,2.59437,4.23443,3.52589,4.58861,4.64908,7.16094,3.14133,3.91936,7.88363,6.19043,4.2062,4.9936,5.06304,5.11319,5.60485,4.4677,3.24688,5.56062,4.16162,4.48474,4.08747,3.68781,5.88423,3.42637,3.71029,4.82688,4.96291,5.77813,4.38064,6.26536,'PDAC tumor'
5.92982,5.68911,3.54861,5.08219,5.27884,6.08406,4.80003,4.9306,2.76196,5.11575,3.92536,6.26107,4.15865,4.11365,3.1588,4.00571,8.37567,10.1638,8.55742,7.24193,6.81355,8.03826,9.54327,5.42238,3.53406,6.89319,7.06587,8.88195,8.93033,4.00509,3.78432,2.99794,5.2982,5.75297,6.9663,8.32688,5.68636,6.606,3.67976,4.74915,7.64071,3.34076,8.49856,9.71921,7.01186,6.39095,7.46341,9.05954,6.93361,6.0205,6.72435,5.30748,3.24741,3.98268,7.62832,2.99712,3.94476,7.49788,7.81716,9.14776,8.74996,7.23855,6.7582,7.23534,7.69767,4.95942,4.47307,5.37055,4.0921,5.12277,2.75544,4.23325,3.69052,4.44792,4.40446,7.38171,3.38754,4.14978,8.05002,6.73304,4.19449,4.99504,4.69929,5.92857,4.74681,4.37753,3.27641,5.34876,3.89508,6.18355,4.06356,3.56357,5.82834,3.45751,3.88138,5.51366,4.84507,6.08378,4.99282,6.13304,'PDAC tumor'
5.81862,5.63278,3.56991,5.1859,4.79834,5.76486,4.73265,5.0165,2.55027,4.57837,3.68018,6.29413,4.05929,4.28009,2.84316,3.79984,8.58233,10.14,9.10271,7.087,6.2946,7.97811,9.5218,5.89076,3.64263,6.49886,6.57776,9.72763,9.77782,3.62717,3.78085,2.86733,5.05359,6.03292,6.48465,7.72874,5.91134,6.59666,3.35402,4.93411,7.07831,3.60824,8.47879,9.7585,6.67709,6.14076,7.57808,9.06196,7.13357,5.72054,6.20408,5.68806,3.42459,5.04258,7.12469,2.82649,3.55974,8.07389,8.31002,8.53927,9.31275,7.35477,6.71052,7.47454,7.80421,4.72461,4.64704,5.36966,4.2575,5.63451,2.70663,4.13309,3.37805,4.83134,4.68249,7.16019,3.1676,3.68732,7.89037,6.65344,4.60864,5.06257,4.47772,5.11834,5.55597,4.53966,3.34956,5.58748,3.9953,5.574,3.92763,3.55217,5.72123,3.55985,3.66129,4.78994,4.35242,6.06042,4.55669,6.41371,'PDAC tumor'
6.69454,3.81411,3.45613,5.3052,4.69103,5.7762,5.01884,4.84261,2.56758,5.30139,4.11594,5.97611,4.13798,4.13097,3.17544,4.49109,8.71054,9.12353,9.09688,7.79178,5.91586,8.9864,9.541,5.15153,3.64115,6.72815,6.77641,9.82859,8.27851,3.45613,3.91446,2.96981,3.81063,5.82292,6.87966,8.25316,5.32545,6.84642,3.41831,4.64213,6.75087,3.82197,8.22893,8.94849,7.10428,5.7672,8.23133,9.02206,7.28043,6.38929,6.71028,5.56969,3.37104,3.79875,7.15015,2.96333,3.5793,7.16254,8.1759,9.57602,7.91292,7.80394,6.12105,7.06078,8.25017,5.08105,4.58688,5.28163,4.26355,5.14235,2.71279,4.24426,3.38564,4.58094,4.8069,7.59282,2.97894,3.89898,8.39576,5.95745,4.43932,4.99235,5.20473,4.68217,5.3301,4.31422,3.27641,5.71992,3.93285,6.2107,4.15602,3.67367,5.78331,3.4423,3.66967,4.04727,4.37987,6.15652,4.5719,6.31559,'PDAC tumor'
6.20386,5.33841,3.70003,5.08617,5.44851,5.82459,5.54874,5.01636,2.93349,3.84442,3.92562,5.70402,4.33485,4.53954,3.13299,4.12337,7.92885,9.15857,9.29901,5.69553,5.87655,7.3581,8.8517,4.78845,3.91479,6.58268,6.62947,10.0327,8.59463,4.92391,3.67344,3.21299,4.90578,6.37888,6.96445,8.28593,6.21389,6.57247,3.56973,4.89595,6.51769,3.46263,8.89499,8.96269,6.64167,5.70651,7.48826,8.89581,6.2605,6.11641,5.86425,5.80791,3.62325,3.15452,7.32051,2.92765,4.88609,8.27921,7.95695,8.58668,8.48557,7.18743,6.96453,8.22984,7.41656,4.66879,4.2038,5.99953,5.12108,5.83925,2.67034,4.75939,3.70133,5.04011,5.06538,6.93386,3.52291,4.09213,8.0413,6.86977,4.93645,5.06779,4.00412,4.88064,5.41704,4.91712,3.6369,5.688,4.31594,3.69453,4.28009,4.24641,6.01462,3.85947,4.13938,4.48943,4.23117,6.1826,5.12941,6.83637,'PDAC tumor'
5.69278,5.44722,3.83205,4.79159,5.3576,5.05732,4.76,5.18494,2.56342,5.03693,3.41395,5.76703,4.0108,4.02986,2.98509,3.96112,8.6664,10.1116,9.03064,7.21779,5.96246,7.91646,9.17255,5.23052,6.13166,6.63883,7.15429,9.25287,8.71607,3.81702,3.71872,3.00138,5.06328,5.6717,7.20621,8.34254,5.62263,6.70412,3.77227,4.76108,6.65111,3.63132,8.537,9.01884,7.41936,6.26688,7.88664,9.21443,7.32661,6.30714,5.90369,5.66193,3.46974,4.85159,7.59124,3.21483,3.65952,7.02753,8.29462,8.58051,8.46913,7.54931,6.78979,7.34083,7.82138,4.57707,4.21248,5.2826,4.19185,5.53322,2.4749,4.19067,3.51223,4.40807,4.51069,7.22969,3.03755,4.24056,7.87024,7.16989,4.41918,5.29745,5.02668,5.17536,5.3794,4.70877,3.31865,5.31763,3.79881,6.42718,3.63019,3.96843,5.6794,3.18481,3.72418,5.74387,4.09729,5.81875,4.60814,6.31231,'PDAC tumor'
5.82161,4.78639,3.76557,5.01794,4.93912,5.95873,4.72328,4.85459,2.59185,4.71366,3.64263,6.21628,4.10798,4.2964,3.28391,4.0072,8.57753,9.74658,8.85087,8.13185,6.16161,7.92699,9.16213,5.20772,3.45551,7.06951,6.47218,9.10696,9.43863,4.07111,3.81807,3.23596,4.92422,5.74412,7.0032,8.76823,5.68555,6.31931,3.44106,4.75546,6.8071,3.46653,8.86728,9.35232,6.86818,6.29133,7.31875,8.93664,6.73748,6.03496,6.11176,6.24611,3.54747,3.69407,7.76326,2.87066,4.65044,8.63219,7.56603,9.50664,8.94844,7.365,7.27292,7.41074,8.50136,4.77513,4.47747,5.41647,4.0631,5.18159,2.88554,4.38497,3.20844,4.78464,4.54885,6.95028,3.04284,4.02597,7.73859,6.97116,4.60233,5.08247,4.68113,4.82125,5.71714,4.47539,3.64765,5.50028,4.13235,4.85011,4.16557,3.76616,5.92027,3.62996,3.90811,5.23567,4.32777,5.96433,4.85666,6.24696,'PDAC tumor'
5.65697,4.35928,3.63139,4.90694,5.46855,5.88868,4.4107,4.93886,2.66865,4.68379,3.75678,6.18304,4.48961,4.4693,3.09313,4.228,8.48333,9.30009,9.10531,6.82805,6.38476,7.73534,9.08946,5.27137,3.58112,6.36241,6.28254,9.32774,8.39572,4.63984,3.73679,2.90902,4.84076,5.8226,7.04681,8.57701,5.77489,6.39338,3.29757,5.00192,6.97527,3.42585,8.51804,8.91639,6.65447,5.92524,7.38838,9.17253,6.82911,6.13455,5.83263,6.30435,3.59928,3.54471,7.00517,2.88773,3.91598,8.79015,8.12476,9.14193,8.81461,7.69245,6.93961,7.95609,7.9686,4.77361,4.38787,5.94355,4.82765,5.83642,2.75707,4.46527,3.45692,4.87507,4.96147,6.9358,3.31627,3.96163,8.21535,7.14202,4.82261,4.79216,4.57124,4.92183,5.33316,4.89566,3.62256,5.69561,4.23587,5.10207,4.27358,3.85488,5.71615,3.67821,3.9169,5.48324,4.35263,6.36129,5.40669,6.54383,'PDAC tumor'
5.58236,4.42195,3.73679,5.2814,5.31051,5.94172,4.93686,4.78543,2.55616,5.94849,3.93208,6.3166,4.15633,4.43712,3.23147,3.96792,8.20636,10.3835,8.57403,8.21519,5.80079,7.76556,9.47083,5.02591,3.66635,7.10723,6.8157,10.0961,9.72827,3.89543,3.56288,2.86874,4.81989,6.0318,7.10528,8.17269,5.67854,7.0101,3.6876,4.79007,6.89717,3.52958,8.68768,9.26247,7.01495,6.15366,7.269,8.79925,7.07039,5.98597,5.93417,5.41815,3.5627,3.67474,8.93532,3.15002,3.7444,8.64029,8.1502,8.93521,8.14182,6.88913,7.04118,6.4524,7.61602,5.21108,4.6469,5.53038,4.20979,5.85778,2.56082,4.5315,3.68852,5.01733,4.77463,7.10547,3.14135,3.83848,8.10616,6.0302,4.94671,5.15042,4.4921,5.0195,5.58348,5.08659,3.18731,5.61766,4.00552,4.88023,4.28858,3.77021,5.90778,3.77745,3.67766,4.79756,4.22359,6.12659,4.748,6.44221,'PDAC tumor'
5.29921,3.63547,3.68481,5.02227,5.39845,5.72626,4.81229,4.82875,2.74018,5.71058,3.80799,6.14979,4.01362,4.1431,3.01151,4.19581,8.76631,10.0364,9.14731,7.41925,6.85518,8.062,9.05953,5.28827,3.54091,6.62963,6.27969,9.54425,8.75213,3.84579,3.40139,2.83621,4.45834,5.6316,7.54485,9.54586,5.84819,6.77444,3.27303,4.70317,7.11654,3.54303,8.72166,9.13247,7.45982,6.05554,7.49115,9.72794,7.29611,6.19609,6.40766,5.93448,3.22033,3.35021,7.50029,2.93661,3.4795,8.27456,8.48913,9.24015,8.30105,7.34558,7.398,7.51389,8.54845,5.15609,4.16178,5.4134,4.11361,5.08794,2.85061,4.33934,3.42095,4.46212,4.77885,7.3443,3.20052,4.04585,8.33112,6.54851,4.18395,5.26621,4.93356,4.69475,7.05123,4.37917,3.09599,5.4954,4.29656,6.31177,3.88205,3.59364,5.70034,3.3073,3.77328,5.2122,4.42446,5.76772,4.76154,6.10561,'PDAC tumor'
6.09314,5.43156,3.59395,5.07757,5.35174,6.13901,4.93912,5.06372,2.68081,4.8331,3.73017,5.96746,4.14554,4.16862,3.05038,3.8729,8.19915,9.72896,8.87572,8.27355,5.75762,7.67843,8.84473,5.11434,3.51288,6.55054,6.95558,8.72083,10.3202,4.05975,3.44853,2.9214,5.72471,5.78825,6.9466,8.72724,5.49911,6.78651,4.14095,5.03279,7.81394,3.84269,8.67571,9.18073,6.92219,6.06873,7.41352,8.87799,7.06638,6.18313,5.8049,5.99516,3.39791,3.65983,7.92955,2.99455,3.9658,10.02,7.28714,9.39249,9.39005,7.63245,7.25605,6.69443,8.18769,4.35906,4.61829,5.18066,4.4566,5.73595,2.7753,4.34455,3.4223,4.70442,4.34965,7.41118,3.07848,3.68302,8.01855,5.91685,4.94258,4.74856,4.96846,5.12884,4.88772,4.74326,3.17566,5.72632,4.07524,3.92273,3.75452,3.7671,6.06677,3.50963,3.84679,5.08148,4.46412,6.07803,4.57461,6.39067,'PDAC tumor'
6.24842,5.28415,3.44423,5.05221,4.99697,5.72987,4.84409,4.80824,2.64279,6.03304,3.81059,6.19457,3.92969,4.36296,3.14111,3.88984,7.84928,10.4479,8.88246,7.68533,6.19968,7.91517,9.2033,5.27202,3.76374,6.83522,6.8772,9.36574,9.74103,3.914,3.67862,2.7804,5.46453,5.89558,7.35754,8.79212,5.17704,6.68692,3.43756,4.90887,7.0417,3.42757,8.47068,9.4452,6.7581,5.64988,7.1914,9.48715,7.19744,5.97976,6.3556,5.53097,3.44464,3.63047,8.11681,2.86569,3.9331,8.75877,7.56157,9.14077,8.80784,7.43172,7.24248,7.34727,7.47195,4.7189,4.5006,5.32899,4.06527,5.21322,2.60137,4.2864,3.39062,4.78537,4.70948,6.8808,3.08391,3.65645,8.03122,6.52339,4.66366,5.03236,5.01111,4.98086,5.26901,4.45128,3.22696,5.70396,4.076,3.86347,3.9921,3.72778,5.91068,3.66869,3.6383,3.75408,4.44622,6.18682,4.7469,6.19345,'PDAC tumor'
5.82811,5.29419,3.54465,4.89459,4.50185,5.93766,4.86304,5.0436,2.84682,4.27215,4.16648,5.75111,4.48343,4.65948,3.12146,3.99945,8.1955,9.57722,9.12657,7.40647,5.83026,7.70529,8.9012,5.05273,3.60873,6.5614,6.10814,10.3842,8.77175,4.23829,3.7524,3.17915,5.12007,6.30773,6.75665,8.47508,5.93696,6.70286,3.76031,4.91628,7.39368,3.6771,8.58273,8.97973,6.47825,5.89804,7.06954,9.19393,6.13301,5.77998,5.90508,5.51926,3.75948,3.57816,7.17479,3.12438,4.2592,9.23409,7.88138,8.95628,9.40217,7.44921,6.82622,7.85238,7.335,4.55265,4.36602,5.80988,5.03615,5.90431,2.62902,4.73569,3.67516,5.2605,4.69943,7.05545,3.68903,3.91882,8.10472,6.66473,5.26495,5.02298,3.99141,5.1439,5.25729,4.96818,3.56715,5.683,4.27199,4.94037,4.28833,4.38222,6.01155,3.7524,3.77674,4.75798,4.29319,6.42054,4.9881,6.60901,'PDAC tumor'
6.4567,5.99807,3.68421,4.70022,5.77569,6.07527,5.2433,4.96892,2.66625,4.80692,4.0003,5.86363,4.07607,4.18055,2.87204,3.8369,7.99287,9.26919,9.04416,7.01706,6.55041,8.37465,9.45413,5.92357,3.55638,6.54365,6.8616,9.54337,9.50757,4.00547,4.18579,3.12739,5.41066,5.76176,7.02096,8.4654,5.73281,6.36925,3.65219,4.51492,7.68167,3.61376,8.83007,9.32732,7.09674,6.68162,7.80627,9.23318,6.8401,6.12838,6.54714,6.17819,3.19275,4.05048,8.12411,3.00985,4.82398,7.99218,7.67375,8.78543,8.82369,7.63202,7.2598,6.90004,7.49989,4.4734,4.52051,5.34429,4.13487,5.25088,2.58505,4.34526,3.22657,4.31531,4.40953,7.38619,2.84226,4.03679,7.7765,6.56911,4.54516,5.07509,4.67787,5.13088,4.90466,4.52968,3.21966,5.16165,3.80609,5.74456,3.77942,3.56366,5.44516,3.32379,3.98146,4.51995,4.55971,5.61019,4.73652,6.14141,'PDAC tumor'
6.14388,5.50868,3.82456,5.09143,4.97797,5.80437,4.98998,5.00359,2.50218,4.58777,3.8484,6.03086,4.01127,4.24528,3.02083,3.81654,8.21371,10.2918,8.86906,6.68679,5.93945,8.99572,9.81439,5.84296,3.32503,7.31827,7.00389,9.45593,8.24151,4.13056,4.22574,2.92462,6.10218,5.81572,6.54311,7.81474,5.169,6.18255,3.96975,4.91613,6.97844,3.5324,8.89097,8.86992,6.93487,6.43869,7.86689,8.20368,7.27698,6.0817,6.65513,4.79742,3.43266,3.18229,6.91178,3.02669,4.00177,7.51916,8.40769,8.76589,7.79334,7.81714,6.5937,7.70653,7.58432,4.57766,4.35797,5.33083,4.24696,5.37661,2.67086,4.29603,3.36858,4.54104,4.32995,7.39009,2.94839,3.6671,7.65374,7.45473,4.56048,5.52241,5.6072,5.16464,5.00434,4.36397,3.33718,5.66653,3.89813,4.65453,4.13576,3.81886,5.91458,3.62665,3.64076,4.80297,5.23882,5.88406,5.0524,6.31431,'PDAC tumor'
6.52127,6.71006,3.82595,4.80939,5.31259,6.9169,4.96733,4.8874,2.68203,6.65739,3.76878,5.93681,4.0834,4.14994,2.86789,4.00308,8.25609,9.84731,9.13311,7.83586,6.1317,7.85782,8.81889,5.28036,3.56783,6.05156,7.03384,8.03327,11.417,3.96456,3.80626,2.9369,5.95002,5.73322,7.13474,5.50148,5.57556,6.80366,3.68201,4.84145,6.8553,3.7053,8.26857,9.36101,6.36854,6.1383,7.43184,9.19133,6.91487,6.13021,5.39277,6.55553,3.496,3.25644,8.97553,3.0173,4.83182,8.45526,5.60267,9.48084,6.4956,7.75798,7.85921,6.90417,7.248,4.34757,4.54965,5.35979,4.09101,5.26005,2.73164,4.26558,3.63322,4.62341,4.81244,7.37096,3.17641,3.84002,8.20998,5.30452,4.47031,5.13921,5.30048,5.96266,6.04948,4.43399,3.34927,5.47419,4.19233,8.79512,3.92745,3.43082,5.70195,3.49064,3.8304,4.89165,4.09185,5.95592,5.49016,6.39274,'normal pancreatic'
6.84763,5.71695,3.6094,5.01802,5.2656,6.9378,5.35121,4.71356,2.82419,6.64841,3.54104,5.7655,4.3121,4.2918,2.91267,3.97885,8.22496,9.48492,9.15932,7.80638,6.1924,7.98372,8.87888,5.06057,3.42068,6.46753,7.14445,7.87252,11.5741,4.19007,3.7225,3.09594,5.86612,5.6457,7.24487,5.56308,5.347,6.64745,3.76674,5.04203,6.9622,3.78491,8.71411,9.38585,6.87919,6.26212,7.57379,8.94566,7.04759,6.2173,5.6737,6.52334,3.38163,3.05969,8.77332,3.01108,4.80145,8.25483,5.73206,9.49698,6.40303,7.95475,7.85496,6.80933,7.15214,4.28389,4.46199,5.23067,4.22627,5.37593,2.71279,4.08119,3.64599,4.60737,4.43167,7.1352,3.03927,4.11753,7.81489,4.50871,4.79934,5.09016,5.17281,5.70674,5.98803,4.55945,3.15784,5.62278,4.0633,9.08419,3.96282,3.93506,5.78163,3.6119,3.61093,4.93382,3.95929,5.93238,5.64516,6.12594,'normal pancreatic'
6.18373,4.79758,4.08205,5.34756,4.93726,6.14365,5.41532,5.16938,3.01845,3.05463,4.5952,6.76282,4.77514,4.59461,3.35013,3.96887,6.73242,6.95146,9.17799,4.79526,5.68678,8.17757,7.88131,5.02817,4.52652,6.05852,6.28244,11.3665,6.62428,5.09759,3.6111,3.07532,4.25083,7.03359,6.08185,6.63073,6.37856,6.50443,3.68478,5.34165,6.04961,4.40071,9.57345,8.67515,5.8159,6.06628,7.39077,7.87289,5.25635,6.98858,5.58373,5.63104,3.83587,3.92904,6.97497,2.92933,5.59297,8.52895,8.2711,7.76608,7.43983,6.99457,5.86635,8.53893,7.33389,4.44495,4.82695,6.45694,5.43113,6.73576,3.18182,4.74983,3.80095,5.42755,5.26021,6.26925,3.75571,4.0668,7.73587,6.34352,5.1951,4.42663,4.04452,5.40642,5.5641,5.2286,4.53383,5.71401,4.40484,3.86351,4.62752,4.56411,6.40498,3.63472,4.06681,4.07614,4.64576,6.4971,5.40101,7.37751,'normal pancreatic'
5.78122,5.03025,3.77963,5.33453,5.38582,6.02809,5.29205,5.08557,2.94078,3.72417,4.3707,6.25997,5.1259,5.35249,3.48827,4.14049,6.81327,7.44864,9.20243,5.07436,5.56944,7.44867,7.94964,4.82135,4.248,6.04719,6.1778,11.1342,6.76711,5.12164,4.10069,3.3059,4.96575,6.79623,6.23378,6.77766,6.3653,6.26909,3.77641,6.17166,6.53616,4.02095,9.32516,8.79856,6.31446,6.15498,7.07187,8.16653,5.41948,6.64425,5.65733,5.64811,4.16009,4.20577,6.60041,2.97408,5.20865,8.73615,8.09383,8.04287,7.73902,6.95723,6.08067,8.41687,7.24371,4.83821,4.57327,6.00287,5.52923,6.73431,2.84517,4.53244,3.97166,5.2104,5.29971,6.51814,3.80741,3.95169,7.5687,6.77908,5.68047,4.24643,3.56358,4.89181,5.89493,5.54489,4.14938,6.3895,4.70444,4.1145,4.49112,4.75717,6.10412,4.032,4.22362,4.14996,4.32565,6.86722,5.17674,7.3475,'normal pancreatic'
6.49364,5.34932,3.92719,5.72754,4.78641,6.33529,5.40385,5.18754,2.90584,3.11718,4.21749,6.50393,5.00819,4.72827,3.48062,4.0313,6.88745,6.23515,9.43343,5.02655,5.5773,7.51252,8.03977,5.16958,4.22185,6.00256,7.12618,11.9877,6.17563,5.18484,4.65652,3.15075,4.97435,6.84671,6.30075,6.68599,6.4114,6.49842,3.61673,5.78726,6.11717,3.92315,9.38823,8.51666,6.62797,5.70792,7.4702,8.65713,5.29113,6.71001,5.28323,5.97837,3.76456,3.59718,6.70788,3.62769,5.46199,8.1337,8.46422,7.7347,8.20598,6.98858,5.92923,8.92823,6.70098,4.45577,4.12173,6.10331,5.55717,6.40978,2.7402,4.90214,3.36903,5.21029,4.84514,6.1872,4.04817,3.9146,7.85859,6.23208,5.36641,4.77047,3.56068,4.78176,5.70021,5.35554,4.08149,6.31443,4.80819,3.66354,4.40053,4.78514,6.65483,3.74065,3.88733,4.32499,4.62501,6.62997,5.38999,7.4726,'normal pancreatic'
5.97791,5.01334,3.67381,5.2493,4.93465,6.03851,5.41639,5.72802,2.82058,3.56415,4.41159,6.72231,5.04743,5.22617,3.21965,4.0254,7.02644,6.82381,9.36362,4.40736,5.7557,7.41392,7.90056,5.32044,4.52994,6.30438,6.19921,11.8771,6.90716,4.98273,3.86692,2.95427,5.11791,6.85694,6.27755,6.56977,6.41657,6.32202,4.04785,5.87021,6.2734,3.5537,9.31873,8.78324,6.65936,6.21962,7.34932,8.52852,5.39983,6.61552,5.43794,5.68342,3.87449,4.18375,6.728,3.00599,5.46452,8.23789,8.43782,7.899,7.87673,7.38473,5.87251,8.83248,6.98548,4.27857,4.39896,6.36092,5.75059,6.61327,2.60805,4.69693,4.1285,5.548,5.74964,6.2991,3.90712,3.82699,7.78119,6.15447,5.61568,4.62204,3.74288,4.98245,5.70091,5.52477,4.20557,6.58806,4.70166,3.42691,4.29576,4.97115,6.33612,4.06411,3.73223,4.27243,4.44369,7.07522,5.09139,7.27579,'normal pancreatic'
6.22366,4.69202,3.9423,5.50971,4.8157,6.06996,5.31432,5.43011,3.19039,3.42722,3.96644,6.53079,4.84255,5.18733,3.14671,3.9166,7.43558,6.71044,9.22763,4.55251,5.80148,7.82885,8.08689,4.85968,4.66646,5.91943,5.91708,11.5767,6.74724,5.41369,4.34832,3.24362,4.83756,6.6701,6.00918,5.44756,6.33964,5.85257,3.71762,5.84666,6.34996,3.92043,9.29651,8.54077,5.93258,6.45245,7.30902,8.57901,4.8379,6.7628,5.8725,5.88377,4.23139,4.19369,6.54855,3.2202,4.64786,8.1977,8.58252,7.49161,7.31746,7.31071,6.23438,8.25635,7.09128,4.50558,5.22697,6.59803,5.24621,6.40765,2.88901,4.90163,4.05566,5.22689,5.69448,6.54769,4.32197,4.38313,7.47804,6.46389,5.42964,4.28554,3.50852,5.17709,5.53037,5.4766,4.17075,6.90411,4.89925,3.7299,4.80548,4.72726,6.37938,4.11628,4.03178,4.3182,4.53909,7.0982,5.17464,7.14773,'normal pancreatic'
7.10991,6.45097,3.74009,4.86956,5.57855,6.12255,4.89342,4.72462,2.9904,5.23445,3.9502,6.19908,4.15563,4.33815,3.02175,4.07297,7.75438,8.69135,9.07567,8.86644,6.18031,7.65583,9.16575,4.80333,3.58316,6.51385,7.67363,8.24597,10.0038,3.92055,3.41874,3.46711,5.73921,5.82283,6.97034,7.03342,5.42238,6.65826,3.57401,4.8843,7.38783,3.43117,8.08501,9.07518,6.59242,6.23151,7.55315,9.07617,7.10197,5.68593,4.859,6.60179,3.28929,3.07638,7.45332,3.00296,4.65265,11.1062,5.53613,9.2689,8.72032,7.52122,8.28181,6.54743,7.47333,4.82957,4.20136,5.76056,3.96689,5.41122,2.86373,4.20018,3.42171,5.13731,4.97838,7.09293,3.1283,3.75913,8.34363,4.68516,4.70104,4.81181,5.40689,5.7621,6.42286,4.1958,3.46406,5.26512,4.02807,6.36279,4.00893,3.70605,6.25098,3.74385,4.00754,3.68109,4.7105,5.78882,5.14026,6.42389,'normal pancreatic'
